"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Kumar G.; Matharu M.K.; Joshi G.; Chauhan J.; Kumar A.","Kumar, Gitansh (59410112600); Matharu, Manmeet Kaur (59411425600); Joshi, Gaurank (59410672600); Chauhan, Jatin (59410672700); Kumar, Ankit (57307625800)","59410112600; 59411425600; 59410672600; 59410672700; 57307625800","Voice Assisted E-Commerce Website","2024","15th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2024","2","","","3086","3091","0","","https://www.scopus.com/pages/publications/85209137884?origin=resultslist","The way humans interact with computers has evolved thanks to automatic voice-controlled devices. Voice or speech recognition systems enable a user to make a hands-free request to the computer, which then processes the request and returns relevant responses to the user. Voice-controlled technologies have become more efficient and are widely implemented in many sectors to enable and improve human-to-human and human-to-computer interactions after years of development and research in machine learning and artificial intelligence. Web-based technologies enable cutting-edge e-commerce applications to provide interactive and user-friendly interfaces. However, in other cases, people, particularly those with visual difficulties, are unable to completely appreciate the utility of such programs. A voice-controlled system embedded in a web application can improve user experience and functionality. In the current corporate environment, e-commerce is on the rise. Using the Internet as an electronic medium, e-commerce systems facilitate the buying and selling of goods. By enabling contact-free interactions between the user and the machine, voice/speech recognition systems greatly simplify the process. Voice recognition has been the subject of a great deal of research up to this point. The user experience and task completion can be improved by utilizing all of these in online apps. This feature will also improve the web app's accessibility because a significant portion of the population suffers from various forms of visual impairments, and it will be especially helpful to them. © Grenze Scientific Society, 2024.","Django; GPT3; GTTS; Python; STT","Application programming interfaces (API); Character recognition; Marketplaces; Online systems; Speech enhancement; User interfaces; Websites; Django; E-commerce websites; GPT3; GTTS; Hands-free; Speech recognition systems; STT; Users' experiences; Voice-controlled; Voice-recognition systems; Speech recognition","Conference paper","Final","","Scopus","2-s2.0-85209137884"
"McLoughlin R.; McDonnell M.; McEvoy D.","McLoughlin, Robert (59415648400); McDonnell, Marian (57200193819); McEvoy, Denise (55961865100)","59415648400; 57200193819; 55961865100","The Impact of 3D and AR Product Presentation on Mental Imagery, Product Uncertainty and User Experience","2024","Lecture Notes in Networks and Systems","1154 LNNS","","","425","443","2","10.1007/978-3-031-73110-5_28","https://www.scopus.com/pages/publications/85209547112?origin=resultslist","While there has been increased focus on building trust in online retailers from customers, online shopping has an element of uncertainty. When in a physical store, a customer can interact with and judge the product in their own physical environment. Online shopping and standard 2D product displays on e-commerce websites provide little sensory information. This leads to product uncertainty and forces customers to fall back on their mental imagery of the product. This study examined how different types of product presentation (2D, 3D, AR) affects mental imagery and by extension, product uncertainty. The effect of both product presentation and product uncertainty on User Experience (UX) was also examined. This study used a between-groups experimental design with a convenient sample of 30 participants assigned to use one of three e-commerce experiences crafted for this study. This study found no significant effects of product presentation on spatial or haptic imagery. It did find a significant difference in users’ hedonic UX based on type of product presentation, but found no difference in pragmatic UX. There was a significant difference in the amount of product uncertainty experienced based on both the amount of spatial mental imagery and haptic mental imagery. Lastly, there was a significant, strongly negative correlation found between product uncertainty and both hedonic and pragmatic user experience. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.","Augmented reality; E-commerce; Mental imagery; product uncertainty; User experience","Augmented reality; Sales; User experience; E-commerce websites; Haptics; Mental imagery; Online shopping; Physical environments; Physical stores; Product presentations; Product uncertainties; Uncertainty; Users' experiences; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-85209547112"
"Lam H.Y.; Wong L.","Lam, Hoi Yan (57201769414); Wong, Lap (58871887800)","57201769414; 58871887800","Metaverse-enabled Responsive Data Analytics Model for Enhancing Customers’ Online Experience in Luxury Retail","2024","IEEE International Conference on Industrial Engineering and Engineering Management","","","","1402","1406","0","10.1109/IEEM62345.2024.10857056","https://www.scopus.com/pages/publications/85218042620?origin=resultslist","Luxury retail sales have declined because of restrictions and consumer concerns during the COVID-19 pandemic. To adapt to these challenges, luxury retailers have transformed their businesses from offline platforms to e-commerce platforms. However, purchasing luxury goods online presents significant challenges for customers because they cannot evaluate products through sensory touch and tangible experiences. To address this issue, luxury retailers are turning to the metaverse. Luxury retailers can create immersive and interactive online experiences by developing virtual shopping platforms in metaverse environments. This integration of online and brick-and-mortar channels provides personalized customer interactions, facilitating virtual product trials, inquiries, and recommendations. The aim of this study was to design a metaverse-enabled responsive data analytics model to collect and analyze large amounts of data to uncover valuable insights into customer behavior and purchasing patterns, aiding decision-making in customer relationship management. A case study was conducted to verify the feasibility of the proposed model. The results show that customer behavior is related to the consumption level, service satisfaction, and eye fixation time. © 2024 IEEE.","big data and analytics; decision support system; e-commerce; fuzzy association rule mining; metaverse","Customer satisfaction; Decision making; Marketplaces; Public relations; Analytic modeling; Big data and analytic; Data analytics; Decision supports; E- commerces; Fuzzy association rule; Fuzzy association rule mining; Metaverses; Rule mining; Support systems; Sales","Conference paper","Final","","Scopus","2-s2.0-85218042620"
"Li J.","Li, Jiahua (57226614751)","57226614751","Construction of E-Commerce User Profile Design Model Based on Deep Learning Algorithm","2024","4th IEEE International Conference on Mobile Networks and Wireless Communications, ICMNWC 2024","","","","","","0","10.1109/ICMNWC63764.2024.10872316","https://www.scopus.com/pages/publications/105000095083?origin=resultslist","In rural e-commerce platforms, user behaviors are complex and diverse, and it is difficult for the recommendation system to accurately predict demand, resulting in a low conversion rate of the platform. Based on deep learning, this paper uses deep learning models, that is, models, to analyze user browsing, purchasing, and feedback behaviors, and optimize recommendation algorithms. The research process mainly includes user portrait design and model construction, model description recommendation and optimization, system integration, and application. According to the experiment, the recommendation accuracy of the rural e-commerce user portrait recommendation system increased by 20% or more, and the purchase conversion rate increased by 44.23%. It can be seen that deep learning, especially the recommendation system, can significantly improve the user experience and sales performance of rural e-commerce platforms, especially in personalized recommendation and real-time feedback optimization. On the whole, deep learning can show good performance and high application value in the rural e-commerce recommended user portrait. © 2024 IEEE.","deep learning; design model; e-commerce; user profile design","Adversarial machine learning; Contrastive Learning; Sales; Commerce platforms; Conversion rates; Deep learning; Design models; E- commerces; Model-based OPC; Profile designs; User behaviors; User profile design; User's profiles; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-105000095083"
"Tomar N.; Sahu K.; Kumar V.; Srivastava A.","Tomar, Nancy (58920437100); Sahu, Krish (59696438100); Kumar, Vishal (59696217500); Srivastava, Anubhava (57191275662)","58920437100; 59696438100; 59696217500; 57191275662","Enhancing E-Commerce Experience Through Intelligent Recommendation System","2024","2024 International Conference on Artificial Intelligence and Quantum Computation-Based Sensor Applications, ICAIQSA 2024 - Proceedings","","","","","","2","10.1109/ICAIQSA64000.2024.10882291","https://www.scopus.com/pages/publications/105000212226?origin=resultslist","With the rise of smartphones, online shopping has grown quickly. Researchers have proposed applying several methodologies such as rules of association, collaborative filtering, Markov chains, and recurrent neural network techniques to offer optimal products to customers during their shopping experience. In this paper, the authors begin by explaining the general layout of an e-commerce system for recommendations. They also provide an overview of the key features functional modules and system architecture of the e-commerce recommendation system. The paper then discusses the e-commerce system's recommendation mechanism. Additionally, it enhances the system by utilizing convolutional in nature neural networks a kind of advanced AI, to generate better recommendations. Finally, using data from Alibaba, this paper examines and contrasts the performance of three widely used recommendation systems. The outcomes of the experiment show that the suggested recommendation method, which is based on deep learning and uses a convolutional neural network, surpasses the other two algorithms. It is also broadly applicable and has strong practical value. The use of e-commerce is increasing as smart computing and the internet grow. The goods that are offered on e-commerce platforms should be taken considered since they have the power to influence a user's purchasing choice. The aim of this paper is to develop a structure for e-commerce websites that makes product recommendations based on customer needs. This study uses the Slope One algorithm, where the product's domain ontology is used to determine the input rating. Product relationships are represented using domain ontology. © 2024 IEEE.","artificial recommendation System; Recommendation engine; smart recommendation in B2C","Convolutional neural networks; Marketplaces; Ontology; Recurrent neural networks; Sales; Artificial recommendation system; Domain ontologies; E- commerces; E-commerce systems; Functional systems; Key feature; Neural network techniques; Online shopping; Smart phones; Smart recommendation in B2C; Markov chains","Conference paper","Final","","Scopus","2-s2.0-105000212226"
"Naresh P.; Suri B.; Wadhwa B.","Naresh, Prashant (59738137400); Suri, Bharti (55515690800); Wadhwa, Bimlesh (24462581700)","59738137400; 55515690800; 24462581700","A Structured Framework for Detecting Dark Patterns in E-Commerce Systems","2026","2026 2nd International Conference on Computing, Sciences and Communications, ICCSC 2026","","","","","","0","10.1109/ICCSC67078.2026.11468389","https://www.scopus.com/pages/publications/105038057436?origin=resultslist","Dark patterns, also referred to as deceptive design practices, have become increasingly common in e-commerce platforms, influencing user decision-making through manipulative interface strategies. The growing presence of such practices has created the need for systematic methods to identify and evaluate them, both for research and for regulatory oversight. This paper presents two major contributions. First, it provides a comparative review of existing detection frameworks and tools, including large-scale web crawlers, dataset-driven benchmarks, multimodal analysis systems, and mobile-focused solutions. The comparison highlights their input modalities, methodological approaches and limitations, thereby exposing gaps that hinder comprehensive detection. Second, the paper proposes a generalized multi-modal framework for detecting dark patterns in ecommerce interfaces. The framework collects structural, visual and behavioral data across the shopping journey, preprocesses and segments interface elements, analyzes them through textual, visual and behavioral/state modules. A fusion layer integrates evidence across modalities and maps findings to recognized darkpattern categories while also assessing their severity and potential user impact. The outcome is a structured reporting system for deceptive patterns that provides explanatory evidence for researchers, auditors, and regulators. Together, the review of existing tools and the proposed framework establish a foundation for developing more transparent, accountable, and user-centric online marketplaces. © 2026 IEEE.","Automated Detection; Dark Patterns; Deceptive Design; Deep Learning; E-Commerce; Human-Computer Interaction; Machine Learning; User Interfaces","Behavioral research; Decision making; Deep learning; Electronic commerce; Human computer interaction; Information systems; Information use; Learning systems; User centered design; Automated detection; Commerce platforms; Computer interaction; Dark pattern; Deceptive design; Deep learning; Design practice; E- commerces; E-commerce systems; Machine-learning; User interfaces","Conference paper","Final","","Scopus","2-s2.0-105038057436"
"Shaikh A.A.; Awan S.M.; Zahid M.; Fahad M.","Shaikh, Akhlaq Ahmed (59548708500); Awan, Samia Masood (57210434826); Zahid, Mahnoor (59548834600); Fahad, Muhammad (55911820600)","59548708500; 57210434826; 59548834600; 55911820600","A Blockchain based E-Commerce Platform with Supply Chain Management and Authenticated Resale","2024","2024 4th International Conference on Innovations in Computer Science, ICONICS 2024","","","","","","0","10.1109/ICONICS64289.2024.10824497","https://www.scopus.com/pages/publications/85217276829?origin=resultslist","The E-commerce industry has seen significant growth over the past few years and many people prefer to purchase their goods online, but with this advancement and growth many fraudulent activities and scams have also gained a hike. Due to this the customers have shown significant concerns and worries while using any such platforms such as deception by vendors by selling fake products or their products getting counterfeit during the delivery process because the supply chain of their ordered product is often veiled in secrecy. This paper presents Commercio, a comprehensive solution that enables individuals with an understanding of how their products are transferred, managed, stored, and delivered to their doorsteps. Our application aims to tackle these challenges by creating an innovative e-commerce platform. This platform will serve as a dynamic marketplace and will connect sellers with customers who prioritize authenticity and dependability. Additionally, it will redefine supply chain management by offering unparalleled transparency and security. Moreover, incorporating blockchain-based payment systems will also improve transaction integrity hence delivering a trustworthy buying experience. © 2024 IEEE.","Agile methodology; Blockchain; Decentralized Autonomous Organization; E-commerce; Non-Fungible Tokens; Supply Chain Management; User interface design","Blockchain; Sales; Supply chain management; Agile Methodologies; Block-chain; Chain management; Commerce platforms; Decentralised; Decentralized autonomous organization; Delivery process; E- commerces; Non-fungible token; User interface designs; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-85217276829"
"Pal B.; Thangavel G.; Ramalakshmi K.; SasiKala Rani K.","Pal, Bipasha (60096562200); Thangavel, Gnanaprakasam (57216653308); Ramalakshmi, K. (48461733800); SasiKala Rani, K. (60096562300)","60096562200; 57216653308; 48461733800; 60096562300","Flipkart Smart Recommender: AI-Driven Personalized Shopping","2025","Proceedings of 2025 International Conference on Emerging Technologies in Computing and Communication, ETCC 2025","","","","","","0","10.1109/ETCC65847.2025.11108517","https://www.scopus.com/pages/publications/105015642385?origin=resultslist","Growing rapidly with e-commerce platforms, personalized product recommendation systems are a must to improve user experience and drive up the sales. Among many other, one online marketplace that uses intelligent recommendation algorithms is Flipkart, and the suggestion item is based on interests of customers, what they have browsed, and what they have purchased in the past. The aim of this research is to develop a Flipkart Product Recommendation System based on machine learning techniques and the combination of such techniques, namely collaborative filter; content-based filter, that would recommend personalized products to the customer. Finally, the study investigates several key challenges of recommendation systems: cold start problem, data sparsity, scalability, etc. It evaluates how effective various recommendation methods like Collaborative Filtering (using patterns derived from users’ interactions) and Content Based Filtering (based on product attributes) are as well. Therefore, with the idea of combination of these approaches into a hybrid model, the proposed system aims to increase recommendation accuracy and diversity. proposed according to user behavioral patterns and history of purchases. Efficient recommendation system is important, as millions of users and card inventory result In this paper, we also tackle the effects of recommendation engines on customer engagement and conversion rate, to the overall business growth. In the research, insights into the architecture and implementation of a highly efficient, scalable, and AI driven recommendation system are provided through analysis of data collection, preprocessing, feature extraction and ranking algorithms. The findings will help further the development of e-commerce recommendation technologies for enhancing satisfaction of customers on such platforms as Flipkart. ©2025 IEEE.","Collaborative Filtering; Content-Based Filtering; E-Commerce; Flipkart; Machine Learning; Personalization; Recommendation System","Behavioral research; Collaborative filtering; Digital storage; Distributed computer systems; Electronic commerce; Information systems; Information use; Learning algorithms; Learning systems; Machine learning; Sales; User experience; User interfaces; Commerce platforms; Content based filtering; E- commerces; Flipkart; Machine-learning; Online marketplaces; Personalizations; Personalized products; Product recommendation system; Users' experiences; Recommender systems","Conference paper","Final","","Scopus","2-s2.0-105015642385"
"Saputra A.; Suryani E.; Rakhmawati N.A.","Saputra, Adi (59429475000); Suryani, Erma (35073142900); Rakhmawati, Nur Aini (55513984400)","59429475000; 35073142900; 55513984400","Secure and Scalable LLM-Based Recommendation Systems: An MLOps and Security by Design","2024","Digest of Technical Papers - IEEE International Conference on Consumer Electronics","","","","623","629","3","10.1109/ISCT62336.2024.10791207","https://www.scopus.com/pages/publications/85215301950?origin=resultslist","Integrating Large Language Models (LLMs) into e-commerce recommendation systems promises to transform consumer interactions with products, enhancing discovery and engagement through personalized recommendations. This approach has become vital for improving user experience and boosting sales. However, the adoption of LLMs introduces significant security and scalability challenges. To address these issues, this paper proposes an innovative framework that combines machine learning operations (MLOps) with security-by-design principles, with the aim of creating LLM -based recommendation systems that are secure and scalable for e-commerce platforms. This study explores the entire life cycle of an LLM-based recommendation system, from data preprocessing and model training to deployment and continuous monitoring, while embedding security and scalability. By implementing Machine Learning Operations (MLOps) with security-by-design principles, e-commerce businesses can leverage the advanced capabilities of LLMs to provide personalized shopping experiences, increase user engagement, and drive sales without compromising user trust and system performance. © 2024 IEEE.","Consumer; LLM-based recommendation systems; LLMs; Machine Learning Operations; MLOps; security-by-design principles","Commerce; Learning systems; Marketplaces; Sales; Scalability; User experience; Consumer; Design Principles; Language model; Large language model; Large language model-based recommendation system; Machine learning operation; Machine-learning; Model-based OPC; Security-by-design principle; Adversarial machine learning","Conference paper","Final","","Scopus","2-s2.0-85215301950"
"Vignesh K.; Srujana T.; Naga Sai Teja V.J.; Hari Vardhan Reddy C.; Padmanaban K.","Vignesh, Kotagiri (57741159500); Srujana, Tondepu (59287683200); Naga Sai Teja, Vunde Jeswanth (59288191600); Hari Vardhan Reddy, Chinthalacheruvu (59287169000); Padmanaban, K. (56085811900)","57741159500; 59287683200; 59288191600; 59287169000; 56085811900","Recommendation System Enhanced by Big Data Analytics","2024","Proceedings - 2024 4th International Conference on Pervasive Computing and Social Networking, ICPCSN 2024","","","","651","655","0","10.1109/ICPCSN62568.2024.00108","https://www.scopus.com/pages/publications/85201672680?origin=resultslist","This research study describes the integration of big data analytics to develop a novel and robust e-commerce recommendation system. Acknowledging the challenges associated with providing accurate and timely suggestions, advanced recommendation algorithms, and the utilization of big data analytics tools. This study employs a comprehensive methodology, beginning with the characterization of the e-commerce dataset. As a first step, this study explains the data pre-processing steps undertaken to ensure the quality and relevance of information. The proposed recommendation system design incorporates state-of-the-art algorithms. Implementation details describe the practical aspects of deploying the recommendation system in an e-commerce environment, including the challenges encountered and their resolutions. The results section presents key findings, supported by visual representations and performance metrics that gauge the effectiveness of the proposed system. Through a thoughtful discussion, this study contextualizes the results within the broader landscape of e-commerce recommendation systems and big data analytics. Drawing comparisons with existing literature, this study highlights the significance of various research contributions and identify opportunities for future research. In conclusion, this research not only provides insights into optimizing e-commerce recommendations but also contributes to the ongoing research on leveraging big data analytics in enhancing user engagement and satisfaction. © 2024 IEEE.","Decision trees; Diabetes Prediction; Healthcare analytics; Machine learning; Support Vector Machines","Marketplaces; Data analytic tools; Data analytics; Diabetes prediction; E- commerces; E-commerce recommendations; Healthcare analytic; Machine-learning; Recommendation algorithms; Research studies; Support vectors machine; Adversarial machine learning","Conference paper","Final","","Scopus","2-s2.0-85201672680"
"Zhang T.","Zhang, Tong (59520656000)","59520656000","A Research Proposal for Promoting Fairness in E-Commerce Recommendation Systems","2024","Proceedings of the 2024 11th IEEE International Conference on Behavioural and Social Computing, BESC 2024","","","","","","3","10.1109/BESC64747.2024.10780676","https://www.scopus.com/pages/publications/85215502231?origin=resultslist","Personalizing content is essential to optimizing consumer experiences in e-commerce recommendation systems. Yet, the inadvertently introduced biases in the process can lead to unfair treatment of less active or economically diverse user groups. To address this issue, this research aims to develop a method that utilizes non-sensitive criteria for user classification, enhancing fairness without relying on demographic profiling. The method comprises three stages: 1) formulating user grouping strategies based on activity levels, 2) establishing specific group-wise fairness metrics and constraints, and 3) implementing a fairness-aware ranking algorithm to balance recommendation accuracy with overall fairness. Integrating ethical algorithm design with practical interventions, the proposed method strives for improved fairness in digital commerce and more equitable access to recommendations across diverse user groups. Overall, the research is expected to establish a more fairness-aware framework for e-commerce recommendation systems, which facilitates transparency and justice in digital marketplaces and, ultimately, a more inclusive online environment.  © 2024 IEEE.","E-commerce; Fairness; Recommendation System; Trustworthiness","Market Research; Activity levels; E-commerce recommendations; Fairness; Grouping strategies; Level 2; Research proposals; Trustworthiness; User classification; User groupings; User groups; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-85215502231"
"Gao J.; Gao J.","Gao, Jie (59329683800); Gao, Jian (59710620700)","59329683800; 59710620700","Cross border e-commerce product recommendation technology based on quantitative feature analysis and mean clustering algorithm","2025","Proceedings of SPIE - The International Society for Optical Engineering","13550","","135502Z","","","0","10.1117/12.3059123","https://www.scopus.com/pages/publications/105001139501?origin=resultslist","As the computer technology rapidly develops, the field of cross-border e-commerce is faced with the contradiction between massive product information and users' personalized needs. To better satisfy the user's personalized demands, the study builds a cross-border e-commerce product recommendation model. Firstly, through quantitative feature analysis, product attributes are transformed into numerical features, and principal component analysis and other methods are used for dimensionality reduction. Then, the scoring matrix and distance representation are introduced to improve the mean clustering algorithm, determine the optimal amount of clusters and continuously update the clustering centers until stable clustering results are obtained. After the experimental test, effective reduction and high precision are realized, and the improved mean clustering algorithm achieves a precision rate of 0.65 at a magnitude of 0.6, which is 5% and 5.4% higher than the other two algorithms on average, respectively. The average recall is 4.6% and 8.2% higher than the other two algorithms, respectively. The cross-border e-commerce product recommendation model with quantitative feature analysis and mean clustering algorithm designed can achieve higher analysis efficiency while accurately recommending, which has a promoting effect on the intelligent growth of cross-border e-commerce. © 2025 SPIE.","cross-border e-commerce; mean clustering algorithm; product recommendation; Quantitative feature analysis; scoring matrix","Clustering algorithms; Dimensionality reduction; Cross-border; Cross-border e-commerce; E- commerces; Feature analysis; Means clustering algorithm; Product recommendation; Quantitative feature analyze; Quantitative features; Recommendation technologies; Scoring matrix; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-105001139501"
"Irena A.M.; Wahyudi A.N.; Wairooy I.K.; Makalew B.A.","Irena, Amelia Morencia (59778056600); Wahyudi, Aretha Natalova (59778731400); Wairooy, Irma Kartika (57202583440); Makalew, Brilly Andro (57201983718)","59778056600; 59778731400; 57202583440; 57201983718","Fairness and Bias in E-commerce Recommendation Systems: A Literature Review","2024","Proceedings - 6th International Conference on Informatics, Multimedia, Cyber and Information System, ICIMCIS 2024","","","","223","228","1","10.1109/ICIMCIS63449.2024.10956674","https://www.scopus.com/pages/publications/105004416404?origin=resultslist","The paper presents one of the most important themes in the fair treatment and biases of e-commerce recommendation algorithms. Algorithms recommending products to users have a dramatic impact on their shopping experience; that is, online shopping has rapidly grown in popularity. These systems, however, have a popularity bias, which skews user exposure to popular items, thus pulling down, in some manners, the diversity of recommendations. This article follows a systematic approach and uses the PICOC framework to organize the study while highlighting major categories of bias such as popularity bias, position bias, and exposure bias. The paper also analyzes the current approaches in the literature concerning bias mitigation. The attempt is to add to the existing literature around a greater understanding of bias identification approaches and mitigation in the recommendation system. The paper underlined the urgency with which real-world e-commerce platforms have to begin providing more equitable user recommendations. Some future work must, therefore, be conducted on developing strategies that impact fairness without hurting the effectiveness of recommendation systems, leading toward a digitally inclusive marketplace.  © 2024 IEEE.","bias; bias mitigation; fairness; literature review; popularity bias; recommendation systems","'current; Bias; Bias mitigation; E-commerce recommendations; Fairness; Identification approach; Literature reviews; Online shopping; Popularity bias; Recommendation algorithms; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-105004416404"
"Zhang C.; Zheng W.; Zhang X.; Li T.","Zhang, Chubing (55267202500); Zheng, Wei (58648540900); Zhang, Xiaoxin (60041906200); Li, Tiange (57320195700)","55267202500; 58648540900; 60041906200; 57320195700","Effective e-commerce product recommendation: Matching effect between recommendation framing and consumers’ shopping goal specificity","2026","Information and Management","63","1","104263","","","1","10.1016/j.im.2025.104263","https://www.scopus.com/pages/publications/105018670398?origin=resultslist","Recommendation framing is an important means to uncover the “black box” of algorithmic recommendations and boost consumers’ willingness to adopt product recommendations. Grounded in cognitive fit theory, this study explores the impact of the match between recommendation framing and shopping goal specificity on consumers’ willingness to adopt product recommendations. Through three scenario-based experiments, we found that user-based framing (vs. item-based framing) stimulates stronger adoption intentions among consumers with low (vs. high) shopping goal specificity, with processing fluency mediating this effect. Moreover, consumer self-construal moderates this matching effect. These insights provide practical guidance for e-commerce platforms seeking to develop effective recommendation strategies. © 2025 Elsevier B.V.","Adoption intention; E-commerce platforms; Product recommendation; Recommendation framing; Shopping goal specificity","Marketplaces; Adoption intention; Commerce platforms; Consumer shopping; E- commerces; E-commerce platform; Goal specificity; Matching effects; Product recommendation; Recommendation framing; Shopping goal specificity; Electronic commerce","Article","Final","","Scopus","2-s2.0-105018670398"
"Alhouli A.; Morrish S.; Michael Hall C.","Alhouli, Areej (57891466300); Morrish, Sussie (15826731500); Michael Hall, C. (55017070000)","57891466300; 15826731500; 55017070000","Leveraging Social Media for Entrepreneurial Marketing in Fashion and Beauty: Practical Insights on Self-Presentation and Influencer Collaboration","2025","Rutgers Business Review","10","1","","10","31","0","","https://www.scopus.com/pages/publications/105009712667?origin=resultslist","This study explores the intersection of self-presentation and entrepreneurial marketing, focusing on social media and influencer collaborations. Drawing on qualitative insights from Kuwaiti consumers and the case of Boutiqaat, a Kuwaiti e-commerce platform. It highlights how aligning marketing strategies with consumer identities fosters engagement and growth. The research identifies key opportunities in cultural alignment, authentic partnerships, and data-driven personalization while addressing challenges such as market saturation and privacy concerns. Introducing the ALIGN Framework, this study provides actionable steps for entrepreneurs to leverage self-presentation in marketing strategies, offering a practical roadmap for building trust, sustaining growth, and thriving in competitive digital marketplaces. © 2025, Rutgers Business School. All rights reserved.","","","Article","Final","","Scopus","2-s2.0-105009712667"
"Mohammadpur D.; Saghafi M.H.","Mohammadpur, Davud (56201369800); Saghafi, Mohammad Hasan (59547184300)","56201369800; 59547184300","TechnoSearch: Improving e-Commerce Searches Using Product Category and Brand Based Ranking","2024","5th International Conference on Electrical, Communication and Computer Engineering, ICECCE 2024","","","","","","0","10.1109/ICECCE63537.2024.10823605","https://www.scopus.com/pages/publications/85217224147?origin=resultslist","Search in e-commerce websites is a search-engine based technology that allows customers to find desired products based on keywords related to the items. The product search function should be designed to not only present the products that customers are looking for but also offer suitable alternatives, thereby providing more choices for customers. Consequently, the effectiveness of product searches is evaluated by their impact on increasing product visibility and the number of purchases. Well-known metrics used to measure search effectiveness include Click Rate, Cart Add Rate, and Order Rate. By improving these metrics, search can play a significant role in boosting website sales. In this article, we focus on specific features of product information to enhance these metrics in search and present an algorithm called TechnoSearch. The TechnoSearch algorithm identifies the categories and brands preferred by customers, providing more relevant product options in response to customer searches. As a result, we have achieved an average increase of approximately 18% in Click Rate by expanding the number of suitable choices for customers.  © 2024 IEEE.","brand; category; click rate; e-commerce; search","Brand; Category; Click rates; E- commerces; E-commerce websites; Product categories; Product information; Search; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-85217224147"
"Ahmad A.; Jabbar S.; Farhan M.","Ahmad, Awais (57224336715); Jabbar, Sohail (35179598300); Farhan, Muhammad (56823258900)","57224336715; 35179598300; 56823258900","Integrating Granular Pattern Discovery With Collaborative Ranking: A Novel Hybrid Framework for Enhanced Recommendation Systems","2025","IEEE Transactions on Computational Social Systems","","","","","","0","10.1109/TCSS.2025.3622373","https://www.scopus.com/pages/publications/105023566696?origin=resultslist","Online marketplaces offer vast product assortments, presenting consumers with the contradiction of choice, where abundant options delay the discovery of ideal items. While recommendation systems dynamically assist users, they struggle to address changing preferences and challenges such as data sparsity and the cold-start problem. This research proposes an innovative hybrid framework merging granular pattern discovery (GPD) with collaborative filtering (CF) to boost recommendation accuracy. The GPD stage applies techniques including decision trees, sequence mining, data transformations, clustering, and text analytics to heterogeneous user activity logs, extracting detailed behavioral patterns. These granular patterns enrich user profiles, enabling CF to more effectively match users by reducing data sparsity and enhancing prediction accuracy for new users or products with limited historical data. A graph-based algorithm matches consumers with associated preferences through similarity computations between profile vectors, seamlessly integrating neighborhood-based collaboration for personalized product rating predictions. Top-N recommendations are generated by ranking items based on predicted user–item affinity. Extensive testing demonstrates significant improvements over existing methods in key accuracy and ranking metrics, achieving a precision of 0.89 (compared with baseline methods of 0.68 and 0.62), a recall of 0.85, and an F1-score of 0.87. These improvements directly enhance user experience by increasing recommendation relevance and item discoverability, crucial for engagement and conversion in practical e-commerce scenarios. The proposed fusion approach significantly improves adaptability and accuracy, setting the stage for next-generation intelligent recommendation engines responsive to evolving user interests. © 2014 IEEE.","Cold start problem; collaborative filtering (CF); consumer targeting; E-commerce; machine learning; product recommendations; rating prediction; recommendation system (RS); similarity scoring; user behavior analysis; user profiling","Artificial intelligence; Clustering algorithms; Consumer behavior; Data mining; Decision trees; Forecasting; Graphic methods; Learning systems; Metadata; Recommender systems; Starting; User interfaces; Cold start problems; Collaborative filtering; Consumer targeting; Machine-learning; Product recommendation; Rating prediction; Recommendation system; Similarity scoring; User behavior analysis; User's profiling; Collaborative filtering; Electronic commerce","Article","Article in press","","Scopus","2-s2.0-105023566696"
