entity,app_name,group,source,country,lang_query,rating,text,date,thumbs_up,app_version,lang_detected
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,It logs me out of my account everytime I visit Metro. Then it doesnt log me back in saying the account doesn't exist. Then I have to create a new user id everytime with the same email and it happens over and over and over again. Do something Metro.,2023-03-07T17:00:29Z,3,NA,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,5,Not even log in with server(s). Totally waste of time,2023-02-27T13:00:00Z,1,3.47.3,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,No METRO Ukraine in the app. I'm ukrainian and we have METRO in our country but this app seems useless in my case.,2023-01-30T20:22:09Z,0,NA,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,5,Alles Top,2022-12-04T10:38:02Z,0,3.46.1,fr
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,"Can not log in with my account. It shows ""An unknown error occured"".",2022-12-02T07:37:30Z,1,3.46.1,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,Does not work anymore. Unknown error since a few days on login. No reply from app support. Before it was fine. I do not think it is related to an app update but due to connection to metro servers. Useless now.,2022-11-30T10:38:31Z,10,3.46.1,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,"Cannot log in, newly changed password is not accepted",2022-11-29T20:52:50Z,0,3.46.1,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,1. Can't switch to Bulgarian language. 2. When I tried to switch from Bulgarian to Bulgarian region to see if the language will update - got logged out. 3. Can't log in anymore - in unknown error occurred.,2022-11-28T08:47:50Z,3,3.46.1,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,"Unable to use as constantly getting an ""unknown error occured"" message on login.",2022-11-27T09:07:53Z,3,3.46.1,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,4,Useful app overall. It would be ideal not having to scan the physical card after each update. It kind of beats the purpose of the app.,2022-11-22T18:23:25Z,3,3.46.1,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,Cannot add card. Tried multiple times over multiple days...,2022-11-06T18:31:57Z,0,3.45.2,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,App not starting,2022-11-06T07:05:07Z,0,3.45.2,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,Can't log in. Error occurred. Pretty useless,2022-11-04T17:35:58Z,2,3.45.2,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,"unglaublich unzuverlässig! Wann auch immer man die App benötigt, funktioniert sie gerade mal wieder nicht! Sie stürzt direkt nach Start wieder ab. Uninstall&Reinstall funktioniert, aber die Updates via Play Store sind wohl nicht zuverlässig. Ich bin dieses Glücksspiel ziemlich leid!",2022-10-15T18:32:30Z,0,3.44.1,de
METRO app,METRO Companion,METRO (reference),Google Play,us,en,2,Why the app doesn't have BG language?,2022-08-28T17:45:00Z,0,3.42,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,"The previous app is not working, this one as well (getting 'Can't connect to the servers' during login). Why an app is published without enough testing? The time spent to register/login is more than to visit physically the store, which is insane in 21st century.",2022-08-22T10:11:28Z,11,3.42,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,What a fuxxk app.,2022-08-18T10:03:48Z,0,3.42.1,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,2,I wish you could do more cool things with the app than just flip through promotional pamphlets. I wish it could also calculate prices with VAT.,2022-03-20T09:52:09Z,2,NA,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,5,"Great app, love the UX, digital invoicing, no lagging. Works pretty smooth. Need to try out Scan and go feature next time I visit the store.",2022-03-11T10:07:53Z,9,3.36.1,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,3,"Pretty complex app, but also has many functions. What would make it better - the brochure can be made visible page by page, because the visualization of two pages on mobile is very inconvenient. Also, still waiting for a mobile shop to make it possible to add a product to shopping list directly from the brochure, instead of making me search for each product from the brochure in an inventory/assortment list and go back and forth for each one, it's very time consuming and inconvenient.",2022-02-16T12:13:35Z,14,3.35.2,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,2,"Useless, something always goes wrong, local language not supported",2022-01-28T20:01:17Z,2,3.34,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,Too much complications for an app with simple purpose. Exchanged several mails with the developer - none of the suggestions helped. My card is still not accepted by the app. A lot of time lost.,2022-01-19T14:56:21Z,7,3.34,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,"Will not show my gourmet card at all. App doesn't work, please fix",2021-12-28T23:13:06Z,2,3.34,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,search doesn't work. You can't find producs in this application...,2021-12-20T10:43:55Z,1,3.34,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,Can't scan the card. Stupid app with bugs!!!,2021-11-29T21:13:05Z,3,3.33,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,"This is a joke app?? It is unable to read the barcodes of the metro card. Neither as ""taking a photo"" nor of a picture upload of the card. Totally useless....",2021-11-25T13:08:33Z,10,3.33,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,"Horrible, horrible application. Total nonsense and lack of minimal UX.",2021-11-23T16:47:31Z,2,NA,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,Awful app. Cannot import existing Metro card no matter what you do,2021-11-12T19:19:20Z,5,3.32.1,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,Nicht zu gebrauchen. Meine Karte wird nicht angezeigt,2021-10-20T18:39:31Z,0,3.31,de
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,This app really needs some work to make it actually useful or even just usable,2021-09-16T09:26:43Z,5,3.30.3,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,"Useless, search not working",2021-08-03T16:36:12Z,2,3.29.1,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,2,"The App has not been working recently. Coupons cannot be activated, points cannot be redeemed... Uninstalling and reinstalling doesn't help either.",2021-07-09T07:04:25Z,7,NA,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,"Says I have no business (true), but I have Gourmet card which should also work in my opinion. Assortments do not load. App crashes upon entering promotions. 1/5 useless.",2021-05-24T21:46:31Z,8,3.27,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,2,Basically useless. Search doesn't work at all for non food products so you can't see assortment and place orders.,2021-04-06T09:42:11Z,11,3.25.2,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,5,"Sehr nützliche App. Sinnvolle Features wie Barcode Scan um gleich den Warenbestand/Verfügbarkeit zu prüfen, Artikel des letzten Einkaufs etc. TOP!",2021-01-19T13:31:18Z,0,3.23,de
METRO app,METRO Companion,METRO (reference),Google Play,us,en,5,Perfect for Metro Italia,2021-01-14T18:32:22Z,2,NA,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,Wie der Webseite...komplett null,2020-12-19T06:49:44Z,0,3.23,de
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,"Could not login in Moldova - it gives an ""unknown error"" and I can not go further and see anything or access anything, so can not use it at all.",2020-07-01T14:19:22Z,13,3.17,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,After last update cookie agreement get stuck and reloaded over and over. Because of that I cant see any catalog.,2020-06-26T04:34:38Z,8,3.17,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,"Useless app, Bruchsal Metro here in Germany quite often doesnt have alot of the items anyway",2020-01-20T19:25:47Z,5,NA,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,"lief immer auf fehler, konnte mich nicht mal einloggen",2019-08-08T05:12:26Z,0,3.3.1,de
METRO app,METRO Companion,METRO (reference),Google Play,us,en,3,Loyalty program is missing,2019-06-11T14:24:27Z,2,NA,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,5,Great app to shop at metro!,2019-05-14T11:40:40Z,8,3.1,en
METRO app,METRO Companion,METRO (reference),Google Play,us,en,1,Do not recognise card number.  Rubbish.,2017-11-16T14:05:02Z,4,1.62.0,en
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,Preise viel zu klein geschrieben unübersichtlich unpraktisch,2026-05-13T06:36:51Z,0,3.81,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,2,"App dokumentiert den Metro Untergang. Aktuell werden keine Angebote mehr angezeigt in den Produktlisten, die Funktion ist einfach futsch. Liebe Metro, ich muss ja nicht bei Euch kaufen.",2026-05-12T14:44:01Z,0,3.81,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,4,Alles sehr unkompliziert! Tolles Mitarbeiter- Team!👍💫,2026-04-22T04:08:42Z,2,3.80,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,5,Die hättest mega gut man bekommt immer benachrichtigung von neuen Angeboten Die Auswahl ist dort mega gut und die Karte funktioniert auch einwandfrei bloß wie man das halt hinhebt zum Scannen das ist bisschen nervig aber mit einer Karte wäre es viel besser aber sonst geht's also dass die App ist mega,2026-04-13T13:43:52Z,4,3.80,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,Funktion ungenügend,2026-04-08T12:18:40Z,0,3.80,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,"Unterirdisch und völlig unprofessionell. Die Online-Registrierung ist ok, die zusätzliche Benutzerfreigabe ein absolutes Drama. Selbst nach mehreren Mails mit immer neuen Hilfestellungen ständige Fehlermeldungen und Abbrüche. Konto gelöscht, App gelöscht, keine Zeit für diesen Aufwand!",2026-03-12T19:09:17Z,0,NA,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,"karte hinterlegen ist ein graus... hat man es endlich geschafft und sie wird mit Bild als digitale Karte angezeigt, muss man mit erschrecken feststellen, dass sie natürlich genau, als man am Metro Parkplatz angekommen ist wieder verschwunden ist und dort steht... wir können die digitale Karte nicht aktivieren. Dein Foto wurde nicht geladen. was ist mit dem Foto passiert bzw. mit der digitalen Karte die vorher schonmal in der App war? hatte zum Glück noch die Scheckkarte dabei.",2026-02-23T10:55:24Z,1,3.78,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,2,"Wenn ich beim Login schon das Land auswählen muss, für welches meine Karte registriert ist, erwarte ich auch, dass die App-Sprache einheitlich angepasst wird. Stattdessen darf man sich einen wilden Mix aus überwiegend Englisch und ein wenig Deutsch geben.",2026-01-31T07:53:08Z,0,3.78,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,Kann nichts mehr abfragen,2026-01-29T09:58:33Z,0,3.78,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,Die Digitle Einkuafsvollmaht ist bei mir über die app nicht auffindbar.,2026-01-17T12:09:04Z,0,3.78,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,viel zu teuer!!,2026-01-13T01:56:27Z,0,NA,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,"Finde die App super schlecht. Bin erstaunt, daß soviele das gleiche Problem haben. Neuinstallation hilft nicht und Service kann mir auch nicht helfen. Meine Karte läßt sich unerklärlich nicht hinzufügen. Man verschwendet soviel Zeit.",2026-01-12T16:00:52Z,0,3.78,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,Funktioniert einfach nicht keine Anmeldung möglich.,2026-01-10T12:59:25Z,1,3.78,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,Weiß nicht wieso man Benachrichtigungem über SMS spammt/ versendet anstatt über die app?,2026-01-05T23:47:53Z,0,3.78,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,2,"seit neuestem kann sich die App nicht mehr zwischen Deutsch und Englisch entscheiden - aber nur auf dem einen Handy, auf dem anderen ist alles Deutsch. Was ein Chaos...",2026-01-04T06:51:00Z,1,3.78,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,5,Alle Services verfügbar,2026-01-02T01:34:31Z,0,NA,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,"Furchtbar diese App...ich will nur einkaufen und Metro sollte sich auf Handel konzentrieren und nicht auf 5. klassige Apps...was für mich gar nicht geht, dass man im Geschäft mittlerweile ohne diese katastrophale App keine Quittung mehr bekommt...was ich finde gar nicht geht. Die App ist so unschön wie die Filiale in Feuerbach. Die App fliegt nach dieser Bewertung auf jeden Fall raus und wenn ich im Laden so gar keine Quittung mehr bekomme geh ich halt zu Selgros....ist mir doch egal...",2025-12-29T20:25:43Z,2,3.78,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,2,unübersichtlich,2025-12-28T09:30:07Z,1,3.75.2,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,5,Als Kunde bin ich sehr zufrieden mit der Metro app habe keine Probleme gehabt.,2025-12-23T16:31:19Z,6,3.78,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,3,"Die App hat einige sehr gute Funktionen, doch muss sie um einiges verbessert werden, wenn Sie hilfreich sein soll, so zeigt sie bei der Eingabe des Wortes ""Butter"" 409 Ergebnisse, unter anderem auch Kokosfett. Das ist für ein schnelles Suchen und Finden nicht hilfreich.",2025-12-17T11:47:02Z,0,3.78,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,2,"Wieso bin ich in Bulgarien gelandet, ich will die Deutsche Metro.Das kann ich nicht für gut finden",2025-12-10T13:34:19Z,0,3.77,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,"Suche nach Produkten und Angeboten völlig verbuggt, Filter lassen sich nicht beliebig auswählen und nur umständlich zurücksetzen. Keine Sortierfunktion. Sorry, das ist 90er Niveau.",2025-12-10T03:28:37Z,0,3.77,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,Leider ist die Verfügbarkeitsinfo überhaupt nicht zuverlässig. Mehrfach sind Artikel im hinterlegten Markt als verfügbar gekennzeichnet und dann vor Ort nicht vorrätig. Da ist der Zusatznutzen dieser Software nicht wirklich erkennbar.,2025-11-29T09:36:27Z,0,3.77,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,"Seit dem letzten Update und der E-Mail Bestätigung bei fast jedem Log In die mit Abstand nervigste App auf meinem Handy. Das hält mich wirklich davon ab, bei euch in Zukunft einzukaufen. In der Zeit, bis es beim 50 Versuch mal mit dem Log In klappt, fahre ich lieber zu meinem anderen Großhändler und kaufe dort ein und spare sogar noch Zeit. Warum immer etwas verändern, was eigentlich gut funktioniert...",2025-11-28T10:22:12Z,7,3.77,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,2,"Es gibt mehrere Metros in Österreich, ich installiere die App erst dann wieder, wenn man Metro Österreich auswählen kann.",2025-11-27T22:16:01Z,0,NA,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,"Reduzierte Ware wird für die einzelnen Märkte als verfügbar angezeigt. Im Markt weiß man dann von den Reduzierungen aber nichts. Tja, weg umsonst....",2025-11-27T18:10:04Z,0,3.77,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,5,Sehr übersichtlich und nützlich.,2025-11-21T16:58:31Z,1,3.77,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,4,"Bei Metro bekommt man fast alles. Und der Livebestand per App ist auch toll! Allerdings dauert die Beantragung der Metro Karte online wirklich sehr lange. Habe am SO die Karte beantragt und immer noch (trotz gültiger Dokumente) keine erhalten (FR). Ich empfehle jedem an den Schalter zu gehen, auch wenn man dafür anstehen muss. Geht in jedem Fall schneller.",2025-11-21T07:53:29Z,4,3.77,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,Es funktionieren einfach nicht,2025-11-20T19:28:33Z,0,3.77,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,5,SUPER 😃👍,2025-11-16T08:51:53Z,0,3.77,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,warum in Englisch,2025-11-15T16:28:08Z,0,3.77,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,5,Alles bestens,2025-10-23T11:12:34Z,0,3.75.2,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,5,Die App ist perfekt. Alles übersichtlich und einfach zu bedienen. SUPER,2025-10-19T10:49:38Z,1,3.75.2,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,"Heute in Metro einkaufen wollen , musste neu registrieren da meine Karte abgelaufen war Mitarbeiterin wollte meine App einrichten laufend kam Es gibt ein Problem mit deiner Karte bitte wende dich für weitere Infos an unseren Kundenservice. Aber nix passiert ! Was soll ich tun ??",2025-10-17T18:23:40Z,0,3.75.2,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,5,freundliches Personal an der Kasse,2025-10-17T09:24:41Z,0,3.75.2,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,Ich habe den Intelligenztest mich anzumelden nicht bestanden. Irgendwie wurschtelt Google bei der Anmeldung mit sodass Fehler auftreten.,2025-09-24T08:05:59Z,0,3.75.2,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,2,Rechnung konnte nicht abgerufen werden. Weitere Kundenkarte kann nicht zugefügt werden im account,2025-09-16T17:08:30Z,0,3.75.2,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,"App ist lahm wie sau und zieht in 45 Minuten Nutzungsdauer, weil ständig irgendwelche lustigen Ladeanimationen kommen, 26% Akku. Bodenlos!",2025-09-06T13:06:02Z,2,3.75.2,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,4,"Moin Moin, finde die APP an sich sehr gut. Nur dieser Punkt mit am besten 20 Prospekte pro Monat, wo sich das meiste wiederholt, finde ich persönlich schon nervig und unübersichtlich.",2025-08-31T11:57:54Z,3,3.75.2,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,"Keine Chance, etwas vernünftig zu bestellen über die App. Installation lief reibungslos, die App hängt jedoch am laufenden Band. Wenn man es dann endlich mal geschafft hat, Ware in den Einkaufswagen zu legen, ist es unmöglich die Bestellung abzuschließen. App wieder deinstalliert.",2025-08-24T08:49:15Z,0,NA,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,2,Hat einmal funktioniert. Nach dem Einkauf ist die Karte aus der App verschwunden. Karte erneut Scanen hat nicht funktioniert. Wäre schön alternative Methode zu haben z.B. Kartennummer oder Kundennummer um die Karte erneut zu verknüpfen.,2025-08-11T16:34:45Z,0,3.74,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,3,Korrekturmöglichkeit z.B. für Foto fehlt in der App. Bitte schnellstens ergänzen!!!,2025-08-06T13:30:18Z,0,3.74,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,5,"Beste App aller Zeiten, Metro, ich liebe dich.",2025-08-05T20:42:11Z,0,3.74,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,5,Alles Lebensmittel vorhanden,2025-08-04T15:28:09Z,0,3.74,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,5,"Ich finde die App super, und von der Registrierung bis zum Einkauf funktioniert alles reibungslos. Ich würde mir allerdings als Feature noch wünschen, dass man in der Übersicht zu den einzelnen Rechnungen noch eine kurze Bemerkung eintragen kann. Wir haben mehrere Einkaufsberechtigte, und das wäre schon praktisch. Trotzdem top App! 👍",2025-07-12T07:35:24Z,19,3.74,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,5,Besser geht's nicht!,2025-07-06T08:01:06Z,0,3.74,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,2,die App ist an sich echt gut. allerdings ist die Suchfunktion reine Grütze. diese muss unbedingt überarbeitet werden. sucht man nach irgendeinem Begriff findet man alle möglichen Produkte abgesehen von was man gesucht hat.,2025-07-03T12:46:10Z,0,3.74,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,"Karte freischalten erst nach Hilfe im Markt am PC. Service vor Ort kennt das Problem schon länger. Die App ist lahm.Flott lassen sich Seiten nicht scrollen. Die angefragten Produkte findet die App oft nicht, Datenbanksuche Anno 1999. Up to date ist auch die Abfrage des Bestandes im Markt nicht. Aussage von MA in Fachabteilungen: Nicht darauf verlassen. Metro: Seit 40 Jahren Kundenservice mau. Auch digital.",2025-07-01T18:49:50Z,0,3.74,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,3,"Habe der Metro App mal wieder eine Chance gegeben, das Thema digitale Vollmachten ist aber immer noch nicht gelöst. Entgegen der Anleitung ist weder in der App noch im Kundenkonto die Funktion hinterlegt, keinen Deut weiter als 2022",2025-07-01T12:45:26Z,0,3.74,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,5,"Das scannen im Markt ist eine super Idee und funzt gut. Die Entwickler sind auch gut, haben die Probleme die ich angeschrieben habe perfekt behoben. Danke Leute - PS.: ich war in der App jetzt mal abgemeldet?!? k.A. ob das durch ein update passiert ist, ausgesprochen ungünstig, wenn das unterwegs ohne Vorwarnung passiert, woher sollte ich denn dann meine Einwahldaten wissen.",2025-06-24T12:03:49Z,13,3.73,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,1,2 Karten für verschiedene Betriebe auf einem Smartphone geht nicht. Ich habe schon Geld gespart. Ich kaufe nicht mehr bei Metro.,2025-06-23T11:31:58Z,1,3.74,de
METRO app,METRO Companion,METRO (reference),Google Play,us,de,4,"Finde die App klasse. Habe darüber auch schon mehrfach bestellt. Was ich mir wünschen würde, sofern ich es nicht übersehen habe, eine Erinnerungsfunktion für Artikel die nicht lieferbar sind. Wäre schön, wenn der Artikel wieder verfügbar ist, dass man eine Push Nachricht oder Email bekommt.",2025-06-14T07:08:09Z,1,3.73,de
